0,0,0
0.6425,0.42068,-0.22182
0.61466,0.40712,-0.20754
0.60223,0.4426,-0.15964
0.63253,0.42359,-0.20894
0.67476,0.45783,-0.21694
0.57502,0.3887,-0.18632
0.69845,0.49517,-0.20328
0.68285,0.45479,-0.22807
0.61442,0.38379,-0.23064
0.64116,0.42323,-0.21793
0.62556,0.43914,-0.18642
0.60856,0.38841,-0.22014
0.60393,0.45686,-0.14706
0.64289,0.47723,-0.16566
0.65226,0.48181,-0.17045
0.60023,0.4429,-0.15733
0.61957,0.44497,-0.1746
0.64666,0.42555,-0.22111
0.56657,0.35147,-0.2151
0.63561,0.46557,-0.17004
0.63681,0.4808,-0.15601
0.57206,0.36555,-0.2065
0.57908,0.3756,-0.20348
0.58685,0.3655,-0.22135
0.52689,0.36648,-0.16041
0.60124,0.43491,-0.16633
0.60379,0.42444,-0.17934
0.63007,0.43627,-0.1938
0.55086,0.40657,-0.14429
0.5843,0.41946,-0.16484
0.59858,0.41457,-0.18401
0.58915,0.37823,-0.21091
0.60796,0.41574,-0.19222
0.61656,0.52006,-0.096506
0.57881,0.40115,-0.17766
0.58532,0.40966,-0.17565
0.63219,0.45924,-0.17295
0.52391,0.34907,-0.17484
0.6419,0.50603,-0.13588
0.63117,0.44895,-0.18223
0.5738,0.38823,-0.18557
0.52823,0.32381,-0.20442
0.52376,0.32794,-0.19583
0.47212,0.29084,-0.18128
0.58883,0.40114,-0.18769
0.55766,0.41011,-0.14755
0.55614,0.40182,-0.15432
0.58178,0.44824,-0.13354
0.41749,0.31121,-0.10628
0.63627,0.46356,-0.17271
0.68686,0.46021,-0.22666
0.6594,0.48731,-0.17209
0.69173,0.53812,-0.15361
0.60747,0.33671,-0.27076
0.70284,0.50894,-0.1939
0.67937,0.51171,-0.16766
0.72184,0.53352,-0.18832
0.68856,0.50081,-0.18775
0.60318,0.35964,-0.24354
0.69711,0.51274,-0.18437
0.62553,0.46241,-0.16313
0.6022,0.39973,-0.20247
0.59834,0.41062,-0.18772
0.67216,0.55464,-0.11752
0.66037,0.43132,-0.22904
0.66124,0.48672,-0.17452
0.67638,0.51668,-0.1597
0.64708,0.5055,-0.14157
0.67143,0.49303,-0.1784
0.65361,0.47609,-0.17751
0.62391,0.48639,-0.13752
0.58266,0.39562,-0.18704
0.61433,0.45721,-0.15712
0.62571,0.4571,-0.16861
0.67153,0.52306,-0.14847
0.61667,0.45351,-0.16317
0.64855,0.47008,-0.17847
0.65841,0.48233,-0.17608
0.60989,0.44367,-0.16623
0.66082,0.47647,-0.18436
