0,0,0
0.40462,0.54031,0.1357
0.36759,0.49087,0.12328
0.30363,0.48186,0.17823
0.33575,0.46946,0.13372
0.43514,0.55746,0.12232
0.32981,0.50336,0.17355
0.41664,0.51346,0.096816
0.37549,0.55324,0.17775
0.36414,0.50828,0.14413
0.47168,0.60153,0.12984
0.41415,0.49798,0.083828
0.45061,0.46514,0.014534
0.3909,0.48627,0.095372
0.41588,0.49893,0.083046
0.44024,0.52249,0.082257
0.38983,0.46116,0.071329
0.45857,0.49277,0.034204
0.46162,0.54627,0.084642
0.39794,0.45558,0.057639
0.45593,0.51963,0.0637
0.41266,0.47773,0.065064
0.42344,0.48647,0.063029
0.37476,0.41963,0.044872
0.37416,0.44779,0.073629
0.41665,0.44244,0.025797
0.36744,0.4861,0.11866
0.45958,0.47227,0.012691
0.44013,0.48204,0.041917
0.40418,0.43367,0.029493
0.47267,0.47574,0.0030655
0.52692,0.5712,0.044282
0.44602,0.53438,0.088358
0.48321,0.51248,0.029269
0.45717,0.51588,0.058703
0.49357,0.51248,0.018909
0.39871,0.49829,0.099576
0.52153,0.55167,0.030145
0.49105,0.49537,0.0043169
0.48865,0.58641,0.097762
0.5534,0.61486,0.061461
0.33119,0.42001,0.088818
0.3518,0.43243,0.080629
0.35892,0.45426,0.095341
0.29677,0.39514,0.098367
0.39445,0.45514,0.060686
0.3276,0.47521,0.14761
0.33931,0.47492,0.13561
0.34244,0.47971,0.13727
0.31482,0.35562,0.040795
0.45138,0.53354,0.08216
0.39473,0.50366,0.10893
0.31419,0.48935,0.17517
0.36916,0.51406,0.1449
0.32068,0.49072,0.17004
0.43946,0.53824,0.098774
0.38585,0.53421,0.14836
0.45481,0.56172,0.10691
0.42259,0.56422,0.14164
0.38556,0.50807,0.12251
0.50484,0.61688,0.11204
0.30301,0.47529,0.17228
0.34874,0.49758,0.14884
0.34962,0.48351,0.13389
0.25434,0.49189,0.23755
0.35815,0.55055,0.1924
0.3438,0.51255,0.16875
0.31883,0.49715,0.17831
0.29111,0.50265,0.21154
0.32072,0.48593,0.16521
0.41415,0.48643,0.072286
0.35501,0.47402,0.11901
0.29554,0.42673,0.1312
0.26806,0.44768,0.17962
0.30348,0.48949,0.186
0.35512,0.52517,0.17005
0.33951,0.50142,0.16191
0.38015,0.50157,0.12142
0.36046,0.5443,0.18384
0.35315,0.50447,0.15132
0.51483,0.55322,0.038392
